timestamp,run_id,game_number,agent1,agent2,winner,agent1_hand_size,agent2_hand_size,num_turns,seed
2026-02-24T18:26:25.941940,20260224_182554,8,Greedy,Adaptive,Greedy,1,2,500,56574
2026-02-24T18:26:28.535156,20260224_182554,9,Adaptive,SmartWorm,Adaptive,4,3,500,696257
2026-02-24T18:26:41.045129,20260224_182554,10,SmartWorm,Hoarder,Hoarder,9,7,500,445175
2026-02-24T18:26:42.788501,20260224_182554,11,SmartWorm,Greedy,SmartWorm,0,1,131,793204
2026-02-24T18:26:54.059079,20260224_182554,12,Greedy,Aggressive,Greedy,3,4,500,315653
2026-02-24T18:26:57.817075,20260224_182554,13,Strategic,Aggressive,Aggressive,5,4,500,618486
2026-02-24T18:27:01.153762,20260224_182554,14,Hoarder,Adaptive,Hoarder,1,4,500,904373
2026-02-24T18:27:02.870088,20260224_182554,15,Aggressive,SmartWorm,Aggressive,0,3,123,675905
2026-02-24T18:27:07.619176,20260224_182554,16,Aggressive,Cautious,Aggressive,4,5,500,645569
2026-02-24T18:27:11.998936,20260224_182554,17,Hoarder,Greedy,Greedy,3,3,500,312684
2026-02-24T18:27:15.305818,20260224_182554,18,Cautious,Greedy,Cautious,2,2,500,352627
2026-02-24T18:27:18.558723,20260224_182554,19,Hoarder,SmartWorm,Hoarder,1,2,500,687198
2026-02-24T18:27:22.963005,20260224_182554,20,Adaptive,Strategic,Strategic,7,5,500,386791
2026-02-24T18:27:28.466205,20260224_182554,21,Aggressive,Strategic,Aggressive,0,1,135,93243
2026-02-24T18:27:37.854835,20260224_182554,22,Hoarder,Strategic,Strategic,7,4,500,655894
2026-02-24T18:27:44.710005,20260224_182554,23,Adaptive,Aggressive,Adaptive,3,4,500,735091
2026-02-24T18:27:46.978482,20260224_182554,24,SmartWorm,Greedy,Greedy,5,4,500,698236
2026-02-24T18:27:52.603691,20260224_182554,25,Greedy,Cautious,Cautious,5,3,500,94931
2026-02-24T18:27:58.454922,20260224_182554,26,Aggressive,Strategic,Aggressive,4,6,500,774802
2026-02-24T18:28:05.860262,20260224_182554,27,Strategic,Cautious,Strategic,7,7,500,980137
2026-02-24T18:28:12.478230,20260224_182554,28,Strategic,Adaptive,Adaptive,13,9,500,356313
2026-02-24T18:28:22.745753,20260224_182554,29,Aggressive,Adaptive,Adaptive,5,4,500,537455
2026-02-24T18:28:31.684029,20260224_182554,30,SmartWorm,Adaptive,SmartWorm,2,2,500,546901
2026-02-24T18:28:36.529731,20260224_182554,31,Adaptive,Greedy,Adaptive,2,2,500,942955
2026-02-24T18:28:42.604652,20260224_182554,32,SmartWorm,Aggressive,SmartWorm,6,6,500,698722
2026-02-24T18:28:47.425347,20260224_182554,33,Aggressive,SmartWorm,Aggressive,3,4,500,22548
2026-02-24T18:28:49.931197,20260224_182554,34,Strategic,Adaptive,Strategic,1,1,500,884885
2026-02-24T18:28:54.928974,20260224_182554,35,Aggressive,Strategic,Aggressive,1,2,500,677119
2026-02-24T18:29:00.678998,20260224_182554,36,Aggressive,Cautious,Aggressive,0,5,131,599525
2026-02-24T18:29:09.991247,20260224_182554,37,Adaptive,Hoarder,Adaptive,11,13,500,972711
2026-02-24T18:29:12.388677,20260224_182554,38,Cautious,Hoarder,Hoarder,5,3,500,699268
2026-02-24T18:29:16.829714,20260224_182554,39,Hoarder,Cautious,Hoarder,8,12,500,693605
2026-02-24T18:29:18.406802,20260224_182554,40,Strategic,Hoarder,Hoarder,4,3,500,434283
2026-02-24T18:29:20.809985,20260224_182554,41,Strategic,Cautious,Strategic,4,6,500,935766
2026-02-24T18:29:24.983660,20260224_182554,42,SmartWorm,Greedy,Greedy,4,2,500,561423
2026-02-24T18:29:31.337115,20260224_182554,43,Hoarder,Greedy,Hoarder,4,4,500,845804
2026-02-24T18:29:35.129895,20260224_182554,44,Strategic,Aggressive,Strategic,3,4,500,701855
2026-02-24T18:29:37.733144,20260224_182554,45,Hoarder,Aggressive,Hoarder,5,8,500,852061
2026-02-24T18:29:42.498961,20260224_182554,46,Aggressive,Adaptive,Adaptive,5,3,500,251118
2026-02-24T18:29:50.136436,20260224_182554,47,Hoarder,SmartWorm,Hoarder,5,7,500,958494
